"Windows" "TajimasD" "Thetapi" "ThetaS" "S" "Thetapi_persite" "ThetaS_persite"
"1" 500000.5 0.0507986808721543 21.2090592334495 20.9159645488678 90 0.220927700348432 0.217874630717373
"2" 1000000.5 0.270340007636421 16.7444831591173 15.5707736086016 67 0.239206902273104 0.222439622980023
"3" 1500000.5 1.03091901354079 18.5644599303136 14.4087755781089 62 0.29006968641115 0.225137118407952
"4" 2000000.5 0.744260658977754 14.6225319396051 12.0847795171236 52 0.281202537300098 0.232399606098531
"5" 2500000.5 -0.127699765009119 9.85365853658537 10.2255826683354 44 0.223946784922395 0.232399606098531
"6" 3000000.5 0.535271132000163 12.3159117305459 10.6903818805324 46 0.267737211533606 0.232399606098531
"7" 3500000.5 0.518383790423505 12 10.4579822744339 45 0.266666666666667 0.232399606098531
"8" 4000000.5 0.0379465728324352 9.63182346109175 9.52838385003978 41 0.234922523441262 0.232399606098531
"9" 4500000.5 -0.36342735065416 11.4750290360046 12.7819783354192 55 0.208636891563721 0.232399606098531
"10" 5000000.5 -0.45913673986354 20.917537746806 23.9371594281487 103 0.201130170642366 0.23016499450143
"11" 5500000.5 -0.114358856056185 43.4622531939605 44.8531239770165 193 0.219506329262427 0.226530929176851
"12" 6000000.5 -0.381217835599457 82.1742160278746 91.5654448028213 394 0.206467879467022 0.23006393166538
"13" 6500000.5 -0.607794055181598 60.6283391405343 72.5086771027417 312 0.193700764027266 0.231657115344223
"14" 7000000.5 -0.460848285890866 14.588850174216 16.7327716390942 72 0.191958554923895 0.220168047882819
"15" 7500000.5 0.413577728759537 24.3344947735192 21.8455629732619 94 0.250871080139373 0.225211989415071
"16" 8000000.5 0.638638264636654 27.8652729384437 23.7047598220502 102 0.273188950376899 0.232399606098531
"17" 8500000.5 -0.451250927501202 56.7386759581882 64.6070904953916 278 0.200490021053668 0.228293605990783
"18" 9000000.5 -0.491539594362788 78.2450638792102 90.1710471662301 388 0.198591532688351 0.228860525802614
"19" 9500000.5 -0.352107916942933 35.0963995354239 38.8107342184547 167 0.208907140091809 0.231016275109849
"20" 10000000.5 -0.289675524194988 9.81068524970964 10.6903818805324 46 0.213275766298036 0.232399606098531
"21" 10500000.5 -0.178484785228528 15.9024390243902 16.7327716390942 72 0.220867208672087 0.232399606098531
"22" 11000000.5 0.0659678336554232 19.6411149825784 19.2891673061781 83 0.236639939549137 0.232399606098531
"23" 11500000.5 0.23385071358669 17.5737514518002 16.5003720329957 71 0.244079881275003 0.229171833791607
"24" 12000000.5 -0.280060608208228 18.6550522648084 20.2187657305722 87 0.207278358497871 0.224652952561913
"25" 12500000.5 0.167175325438459 20.9094076655052 19.9863661244737 86 0.224832340489304 0.214907162628749
"26" 13000000.5 0.0640830145942482 56.2694541231127 55.3111062514504 238 0.223291484615526 0.219488516870835
"27" 13500000.5 0.0346922938549037 63.1010452961672 62.5154940405049 269 0.226168621133216 0.224069871112921
"28" 14000000.5 0.604447559086387 25.4831591173055 21.8455629732619 94 0.265449574138599 0.227557947638145
"29" 14500000.5 0.83591794449792 8.67828106852497 6.97198818295593 30 0.27994455059758 0.224902844611482
"30" 15000000.5 0.547846647172542 3.82346109175377 3.25359448537944 14 0.273104363696698 0.232399606098531
"31" 15500000.5 0.430309863975864 15.1068524970964 13.4791771537148 58 0.260462974087869 0.232399606098531
"32" 16000000.5 0.53815102228287 22.1602787456446 19.2891673061781 83 0.260709161713466 0.226931380072683
"33" 16500000.5 0.387136564968113 15.4564459930314 13.9439763659119 60 0.245340412587799 0.221332958189077
"34" 17000000.5 0.538326627967006 17.3763066202091 15.1059743964045 65 0.25934786000312 0.225462304423948
"35" 17500000.5 0.155005604125052 20.116144018583 19.2891673061781 83 0.239477904983131 0.229632944121168
